ConditionName,Outcome,CountryName,Date,SourceName,CountValue,TotalPopulation,"Cases Per 100,000",PartOfCumulativeCountSeries
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-07-15,World Health Organization COVID-19 Dashboard,56130,"339,436,159",16.5362,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-07-16,World Health Organization COVID-19 Dashboard,64758,"339,436,159",19.0781,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-07-17,World Health Organization COVID-19 Dashboard,72033,"339,436,159",21.2214,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-07-18,World Health Organization COVID-19 Dashboard,69530,"339,436,159",20.484,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-07-19,World Health Organization COVID-19 Dashboard,76837,"339,436,159",22.6367,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-07-20,World Health Organization COVID-19 Dashboard,67354,"339,436,159",19.8429,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-07-21,World Health Organization COVID-19 Dashboard,59792,"339,436,159",17.6151,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-07-22,World Health Organization COVID-19 Dashboard,58523,"339,436,159",17.2412,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-07-23,World Health Organization COVID-19 Dashboard,63394,"339,436,159",18.6763,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-07-24,World Health Organization COVID-19 Dashboard,72144,"339,436,159",21.2541,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-07-25,World Health Organization COVID-19 Dashboard,73456,"339,436,159",21.6406,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-07-26,World Health Organization COVID-19 Dashboard,73154,"339,436,159",21.5516,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-07-27,World Health Organization COVID-19 Dashboard,61281,"339,436,159",18.0538,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-07-28,World Health Organization COVID-19 Dashboard,58279,"339,436,159",17.1694,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-07-29,World Health Organization COVID-19 Dashboard,53479,"339,436,159",15.7552,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-07-30,World Health Organization COVID-19 Dashboard,58851,"339,436,159",17.3379,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-07-31,World Health Organization COVID-19 Dashboard,64738,"339,436,159",19.0722,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-08-01,World Health Organization COVID-19 Dashboard,66211,"339,436,159",19.5062,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-08-02,World Health Organization COVID-19 Dashboard,68114,"339,436,159",20.0668,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-08-03,World Health Organization COVID-19 Dashboard,56528,"339,436,159",16.6535,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-08-04,World Health Organization COVID-19 Dashboard,51154,"339,436,159",15.0703,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-08-05,World Health Organization COVID-19 Dashboard,45179,"339,436,159",13.31,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-08-06,World Health Organization COVID-19 Dashboard,51708,"339,436,159",15.2335,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-08-07,World Health Organization COVID-19 Dashboard,55630,"339,436,159",16.3889,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-08-08,World Health Organization COVID-19 Dashboard,54376,"339,436,159",16.0195,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-08-09,World Health Organization COVID-19 Dashboard,61855,"339,436,159",18.2229,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-08-10,World Health Organization COVID-19 Dashboard,51253,"339,436,159",15.0995,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-08-11,World Health Organization COVID-19 Dashboard,46234,"339,436,159",13.6208,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-08-12,World Health Organization COVID-19 Dashboard,43697,"339,436,159",12.8734,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-08-13,World Health Organization COVID-19 Dashboard,58822,"339,436,159",17.3293,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-08-14,World Health Organization COVID-19 Dashboard,54706,"339,436,159",16.1167,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-08-15,World Health Organization COVID-19 Dashboard,51700,"339,436,159",15.2311,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-08-16,World Health Organization COVID-19 Dashboard,55933,"339,436,159",16.4782,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-08-17,World Health Organization COVID-19 Dashboard,51259,"339,436,159",15.1012,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-08-18,World Health Organization COVID-19 Dashboard,41300,"339,436,159",12.1672,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-08-19,World Health Organization COVID-19 Dashboard,41758,"339,436,159",12.3022,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-08-20,World Health Organization COVID-19 Dashboard,41504,"339,436,159",12.2273,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-08-21,World Health Organization COVID-19 Dashboard,46623,"339,436,159",13.7354,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-08-22,World Health Organization COVID-19 Dashboard,46311,"339,436,159",13.6435,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-08-23,World Health Organization COVID-19 Dashboard,47574,"339,436,159",14.0156,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-08-24,World Health Organization COVID-19 Dashboard,41312,"339,436,159",12.1708,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-08-25,World Health Organization COVID-19 Dashboard,36887,"339,436,159",10.8671,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-08-26,World Health Organization COVID-19 Dashboard,36099,"339,436,159",10.635,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-08-27,World Health Organization COVID-19 Dashboard,40324,"339,436,159",11.8797,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-08-28,World Health Organization COVID-19 Dashboard,46725,"339,436,159",13.7655,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-08-29,World Health Organization COVID-19 Dashboard,46760,"339,436,159",13.7758,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-08-30,World Health Organization COVID-19 Dashboard,46785,"339,436,159",13.7832,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-08-31,World Health Organization COVID-19 Dashboard,40705,"339,436,159",11.9919,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-09-01,World Health Organization COVID-19 Dashboard,36599,"339,436,159",10.7823,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-09-02,World Health Organization COVID-19 Dashboard,38805,"339,436,159",11.4322,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-09-03,World Health Organization COVID-19 Dashboard,38940,"339,436,159",11.472,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-09-04,World Health Organization COVID-19 Dashboard,43907,"339,436,159",12.9353,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-09-05,World Health Organization COVID-19 Dashboard,45225,"339,436,159",13.3236,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-09-06,World Health Organization COVID-19 Dashboard,50819,"339,436,159",14.9716,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-09-07,World Health Organization COVID-19 Dashboard,41583,"339,436,159",12.2506,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-09-08,World Health Organization COVID-19 Dashboard,33703,"339,436,159",9.9291,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-09-09,World Health Organization COVID-19 Dashboard,25076,"339,436,159",7.3875,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-09-10,World Health Organization COVID-19 Dashboard,28067,"339,436,159",8.2687,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-09-11,World Health Organization COVID-19 Dashboard,35024,"339,436,159",10.3183,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-09-12,World Health Organization COVID-19 Dashboard,38569,"339,436,159",11.3627,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-09-13,World Health Organization COVID-19 Dashboard,44187,"339,436,159",13.0178,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-09-14,World Health Organization COVID-19 Dashboard,40053,"339,436,159",11.7999,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-09-15,World Health Organization COVID-19 Dashboard,32752,"339,436,159",9.6489,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-09-16,World Health Organization COVID-19 Dashboard,34524,"339,436,159",10.171,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-09-17,World Health Organization COVID-19 Dashboard,36734,"339,436,159",10.8221,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-09-18,World Health Organization COVID-19 Dashboard,44225,"339,436,159",13.029,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-09-19,World Health Organization COVID-19 Dashboard,44636,"339,436,159",13.15,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-09-20,World Health Organization COVID-19 Dashboard,47848,"339,436,159",14.0963,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-09-21,World Health Organization COVID-19 Dashboard,42141,"339,436,159",12.415,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-09-22,World Health Organization COVID-19 Dashboard,34229,"339,436,159",10.0841,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-09-23,World Health Organization COVID-19 Dashboard,41659,"339,436,159",12.273,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-09-24,World Health Organization COVID-19 Dashboard,49233,"339,436,159",14.5043,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-09-25,World Health Organization COVID-19 Dashboard,41909,"339,436,159",12.3467,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-09-26,World Health Organization COVID-19 Dashboard,46057,"339,436,159",13.5687,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-09-27,World Health Organization COVID-19 Dashboard,49669,"339,436,159",14.6328,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-09-28,World Health Organization COVID-19 Dashboard,41806,"339,436,159",12.3163,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-09-29,World Health Organization COVID-19 Dashboard,35267,"339,436,159",10.3899,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-09-30,World Health Organization COVID-19 Dashboard,38894,"339,436,159",11.4584,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-10-01,World Health Organization COVID-19 Dashboard,38728,"339,436,159",11.4095,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-10-02,World Health Organization COVID-19 Dashboard,45622,"339,436,159",13.4405,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-10-03,World Health Organization COVID-19 Dashboard,47133,"339,436,159",13.8857,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-10-04,World Health Organization COVID-19 Dashboard,51115,"339,436,159",15.0588,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-10-05,World Health Organization COVID-19 Dashboard,47682,"339,436,159",14.0474,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-10-06,World Health Organization COVID-19 Dashboard,35386,"339,436,159",10.4249,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-10-07,World Health Organization COVID-19 Dashboard,41531,"339,436,159",12.2353,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-10-08,World Health Organization COVID-19 Dashboard,41523,"339,436,159",12.2329,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-10-09,World Health Organization COVID-19 Dashboard,53939,"339,436,159",15.8908,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-10-10,World Health Organization COVID-19 Dashboard,55399,"339,436,159",16.3209,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-10-11,World Health Organization COVID-19 Dashboard,58972,"339,436,159",17.3735,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-10-12,World Health Organization COVID-19 Dashboard,53758,"339,436,159",15.8374,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-10-13,World Health Organization COVID-19 Dashboard,44457,"339,436,159",13.0973,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-10-14,World Health Organization COVID-19 Dashboard,49532,"339,436,159",14.5924,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-10-15,World Health Organization COVID-19 Dashboard,50078,"339,436,159",14.7533,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-10-16,World Health Organization COVID-19 Dashboard,57764,"339,436,159",17.0176,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-10-17,World Health Organization COVID-19 Dashboard,62897,"339,436,159",18.5298,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-10-18,World Health Organization COVID-19 Dashboard,69003,"339,436,159",20.3287,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-10-19,World Health Organization COVID-19 Dashboard,54343,"339,436,159",16.0098,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-10-20,World Health Organization COVID-19 Dashboard,48675,"339,436,159",14.34,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-10-21,World Health Organization COVID-19 Dashboard,61596,"339,436,159",18.1466,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-10-22,World Health Organization COVID-19 Dashboard,58903,"339,436,159",17.3532,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-10-23,World Health Organization COVID-19 Dashboard,68944,"339,436,159",20.3113,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-10-24,World Health Organization COVID-19 Dashboard,74759,"339,436,159",22.0245,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-10-25,World Health Organization COVID-19 Dashboard,82266,"339,436,159",24.2361,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-10-26,World Health Organization COVID-19 Dashboard,76078,"339,436,159",22.4131,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-10-27,World Health Organization COVID-19 Dashboard,65531,"339,436,159",19.3058,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-10-28,World Health Organization COVID-19 Dashboard,69823,"339,436,159",20.5703,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-10-29,World Health Organization COVID-19 Dashboard,75208,"339,436,159",22.1567,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-10-30,World Health Organization COVID-19 Dashboard,84467,"339,436,159",24.8845,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-10-31,World Health Organization COVID-19 Dashboard,91107,"339,436,159",26.8407,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-11-01,World Health Organization COVID-19 Dashboard,97647,"339,436,159",28.7674,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-11-02,World Health Organization COVID-19 Dashboard,92420,"339,436,159",27.2275,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-11-03,World Health Organization COVID-19 Dashboard,141390,"339,436,159",41.6544,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-11-04,World Health Organization COVID-19 Dashboard,87472,"339,436,159",25.7698,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-11-05,World Health Organization COVID-19 Dashboard,98413,"339,436,159",28.9931,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-11-06,World Health Organization COVID-19 Dashboard,114095,"339,436,159",33.6131,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-11-07,World Health Organization COVID-19 Dashboard,123042,"339,436,159",36.2489,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-11-08,World Health Organization COVID-19 Dashboard,133858,"339,436,159",39.4354,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-11-09,World Health Organization COVID-19 Dashboard,128967,"339,436,159",37.9945,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-11-10,World Health Organization COVID-19 Dashboard,111634,"339,436,159",32.8881,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-11-11,World Health Organization COVID-19 Dashboard,124646,"339,436,159",36.7215,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-11-12,World Health Organization COVID-19 Dashboard,146026,"339,436,159",43.0202,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-11-13,World Health Organization COVID-19 Dashboard,153616,"339,436,159",45.2562,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-11-14,World Health Organization COVID-19 Dashboard,161982,"339,436,159",47.7209,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-11-15,World Health Organization COVID-19 Dashboard,177320,"339,436,159",52.2396,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-11-16,World Health Organization COVID-19 Dashboard,163802,"339,436,159",48.2571,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-11-17,World Health Organization COVID-19 Dashboard,139101,"339,436,159",40.98,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-11-18,World Health Organization COVID-19 Dashboard,152743,"339,436,159",44.999,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-11-19,World Health Organization COVID-19 Dashboard,167254,"339,436,159",49.2741,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-11-20,World Health Organization COVID-19 Dashboard,170786,"339,436,159",50.3146,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-11-21,World Health Organization COVID-19 Dashboard,189352,"339,436,159",55.7843,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-11-22,World Health Organization COVID-19 Dashboard,193116,"339,436,159",56.8932,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-11-23,World Health Organization COVID-19 Dashboard,173587,"339,436,159",51.1398,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-11-24,World Health Organization COVID-19 Dashboard,150896,"339,436,159",44.4549,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-11-25,World Health Organization COVID-19 Dashboard,159758,"339,436,159",47.0657,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-11-26,World Health Organization COVID-19 Dashboard,175327,"339,436,159",51.6524,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-11-27,World Health Organization COVID-19 Dashboard,193930,"339,436,159",57.133,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-11-28,World Health Organization COVID-19 Dashboard,143846,"339,436,159",42.3779,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-11-29,World Health Organization COVID-19 Dashboard,165799,"339,436,159",48.8454,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-11-30,World Health Organization COVID-19 Dashboard,143712,"339,436,159",42.3384,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-12-01,World Health Organization COVID-19 Dashboard,140656,"339,436,159",41.4381,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-12-02,World Health Organization COVID-19 Dashboard,152258,"339,436,159",44.8562,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-12-03,World Health Organization COVID-19 Dashboard,192905,"339,436,159",56.831,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-12-04,World Health Organization COVID-19 Dashboard,209562,"339,436,159",61.7383,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-12-05,World Health Organization COVID-19 Dashboard,217556,"339,436,159",64.0933,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-12-06,World Health Organization COVID-19 Dashboard,224742,"339,436,159",66.2104,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-12-07,World Health Organization COVID-19 Dashboard,205801,"339,436,159",60.6303,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-12-08,World Health Organization COVID-19 Dashboard,176765,"339,436,159",52.0761,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-12-09,World Health Organization COVID-19 Dashboard,183044,"339,436,159",53.9259,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-12-10,World Health Organization COVID-19 Dashboard,227428,"339,436,159",67.0017,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-12-11,World Health Organization COVID-19 Dashboard,220834,"339,436,159",65.0591,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-12-12,World Health Organization COVID-19 Dashboard,208466,"339,436,159",61.4154,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-12-13,World Health Organization COVID-19 Dashboard,246602,"339,436,159",72.6505,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-12-14,World Health Organization COVID-19 Dashboard,216331,"339,436,159",63.7325,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-12-15,World Health Organization COVID-19 Dashboard,181126,"339,436,159",53.3608,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-12-16,World Health Organization COVID-19 Dashboard,197991,"339,436,159",58.3294,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-12-17,World Health Organization COVID-19 Dashboard,199571,"339,436,159",58.7949,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-12-18,World Health Organization COVID-19 Dashboard,240337,"339,436,159",70.8048,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-12-19,World Health Organization COVID-19 Dashboard,246017,"339,436,159",72.4781,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-12-20,World Health Organization COVID-19 Dashboard,236141,"339,436,159",69.5686,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-12-21,World Health Organization COVID-19 Dashboard,202642,"339,436,159",59.6996,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-12-22,World Health Organization COVID-19 Dashboard,186606,"339,436,159",54.9753,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-12-23,World Health Organization COVID-19 Dashboard,183194,"339,436,159",53.9701,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-12-24,World Health Organization COVID-19 Dashboard,198762,"339,436,159",58.5565,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-12-25,World Health Organization COVID-19 Dashboard,226323,"339,436,159",66.6762,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-12-26,World Health Organization COVID-19 Dashboard,201766,"339,436,159",59.4415,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-12-27,World Health Organization COVID-19 Dashboard,158789,"339,436,159",46.7802,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-12-28,World Health Organization COVID-19 Dashboard,149768,"339,436,159",44.1226,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-12-29,World Health Organization COVID-19 Dashboard,152962,"339,436,159",45.0636,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-12-30,World Health Organization COVID-19 Dashboard,178341,"339,436,159",52.5404,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2020-12-31,World Health Organization COVID-19 Dashboard,208867,"339,436,159",61.5335,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-01-01,World Health Organization COVID-19 Dashboard,237078,340161441,69.6957,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-01-02,World Health Organization COVID-19 Dashboard,229439,340161441,67.45,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-01-03,World Health Organization COVID-19 Dashboard,227339,340161441,66.8327,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-01-04,World Health Organization COVID-19 Dashboard,226479,340161441,66.5799,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-01-05,World Health Organization COVID-19 Dashboard,204392,340161441,60.0868,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-01-06,World Health Organization COVID-19 Dashboard,175047,340161441,51.46,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-01-07,World Health Organization COVID-19 Dashboard,243451,340161441,71.5693,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-01-08,World Health Organization COVID-19 Dashboard,257769,340161441,75.7784,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-01-09,World Health Organization COVID-19 Dashboard,269575,340161441,79.2491,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-01-10,World Health Organization COVID-19 Dashboard,292871,340161441,86.0976,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-01-11,World Health Organization COVID-19 Dashboard,255591,340161441,75.1381,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-01-12,World Health Organization COVID-19 Dashboard,223943,340161441,65.8343,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-01-13,World Health Organization COVID-19 Dashboard,204280,340161441,60.0538,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-01-14,World Health Organization COVID-19 Dashboard,217818,340161441,64.0337,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-01-15,World Health Organization COVID-19 Dashboard,227077,340161441,66.7557,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-01-16,World Health Organization COVID-19 Dashboard,223247,340161441,65.6297,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-01-17,World Health Organization COVID-19 Dashboard,239292,340161441,70.3466,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-01-18,World Health Organization COVID-19 Dashboard,212772,340161441,62.5503,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-01-19,World Health Organization COVID-19 Dashboard,183888,340161441,54.059,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-01-20,World Health Organization COVID-19 Dashboard,151500,340161441,44.5377,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-01-21,World Health Organization COVID-19 Dashboard,150308,340161441,44.1873,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-01-22,World Health Organization COVID-19 Dashboard,187812,340161441,55.2126,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-01-23,World Health Organization COVID-19 Dashboard,187781,340161441,55.2035,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-01-24,World Health Organization COVID-19 Dashboard,190211,340161441,55.9179,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-01-25,World Health Organization COVID-19 Dashboard,164581,340161441,48.3832,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-01-26,World Health Organization COVID-19 Dashboard,143959,340161441,42.3208,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-01-27,World Health Organization COVID-19 Dashboard,134141,340161441,39.4345,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-01-28,World Health Organization COVID-19 Dashboard,146513,340161441,43.0716,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-01-29,World Health Organization COVID-19 Dashboard,158913,340161441,46.7169,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-01-30,World Health Organization COVID-19 Dashboard,155971,340161441,45.8521,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-01-31,World Health Organization COVID-19 Dashboard,164372,340161441,48.3218,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-02-01,World Health Organization COVID-19 Dashboard,137193,340161441,40.3317,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-02-02,World Health Organization COVID-19 Dashboard,112268,340161441,33.0043,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-02-03,World Health Organization COVID-19 Dashboard,128868,340161441,37.8844,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-02-04,World Health Organization COVID-19 Dashboard,121723,340161441,35.7839,
COVID-19,Unspecified,UNITED STATES OF AMERICA,2021-02-05,World Health Organization COVID-19 Dashboard,108776,340161441,31.9778,
